level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	1	18	12	1424	1165	75	20	96.549271	238,70
4	1	1	1	19	0	241	1193	311	22	-1	
5	1	1	1	19	1	241	1193	109	22	96.569939	Computer
5	1	1	1	19	2	360	1193	47	17	96.557472	Dual
5	1	1	1	19	3	417	1193	49	17	91.588760	Core
5	1	1	1	19	4	476	1193	76	17	91.588760	3.4Ghz
4	1	1	1	20	0	241	1221	276	17	-1	
5	1	1	1	20	1	241	1221	44	17	90.988762	8GB
5	1	1	1	20	2	296	1222	39	16	90.988762	1TB
5	1	1	1	20	3	345	1221	39	17	96.463837	Win
5	1	1	1	20	4	395	1221	25	17	96.383240	10
5	1	1	1	20	5	430	1222	33	16	96.801704	Pro
5	1	1	1	20	6	472	1222	45	16	94.752060	WIFI
4	1	1	1	21	0	172	1280	1326	22	-1	
5	1	1	1	21	1	172	1281	17	16	93.613785	4.
5	1	1	1	21	2	242	1280	39	17	96.873878	Dell
5	1	1	1	21	3	291	1280	92	22	96.169678	Optiplex
5	1	1	1	21	4	393	1280	39	17	96.169678	790
5	1	1	1	21	5	441	1280	110	22	93.116127	Computer
5	1	1	1	21	6	560	1280	16	17	93.088310	i7
5	1	1	1	21	7	676	1280	47	20	96.404785	3,00
5	1	1	1	21	8	773	1280	51	17	96.067230	each
5	1	1	1	21	9	940	1280	74	20	96.700333	159,99
5	1	1	1	21	10	1108	1280	75	19	96.713066	479,97
5	1	1	1	21	11	1284	1280	45	17	96.608292	10%
5	1	1	1	21	12	1424	1280	74	19	96.357841	527,97
4	1	1	1	22	0	241	1308	334	21	-1	
5	1	1	1	22	1	241	1309	20	20	93.244476	@
5	1	1	1	22	2	271	1309	46	16	96.449974	3.40
5	1	1	1	22	3	327	1308	41	17	95.965614	Ghz
5	1	1	1	22	4	377	1308	56	20	95.965614	Quad
5	1	1	1	22	5	443	1309	50	16	93.059029	Core
5	1	1	1	22	6	503	1308	72	17	92.293060	250GB
4	1	1	1	23	0	241	1336	143	22	-1	
5	1	1	1	23	1	241	1336	44	17	92.899658	4GB
5	1	1	1	23	2	295	1336	89	22	96.109604	Working
4	1	1	1	24	0	172	1395	1327	22	-1	
5	1	1	1	24	1	172	1396	17	16	48.321335	a
5	1	1	1	24	2	240	1395	85	22	93.015045	Vintage
5	1	1	1	24	3	335	1395	157	17	91.793129	Microsolutions
5	1	1	1	24	4	502	1395	88	17	96.535583	Pentium
5	1	1	1	24	5	676	1395	47	20	96.313484	2,00
5	1	1	1	24	6	773	1395	51	17	96.742668	each
5	1	1	1	24	7	939	1395	75	20	96.687767	390,00
5	1	1	1	24	8	1109	1395	75	20	96.881119	780,00
5	1	1	1	24	9	1284	1395	45	17	95.409668	10%
5	1	1	1	24	10	1423	1395	76	20	96.055328	858,00
4	1	1	1	25	0	242	1423	297	22	-1	
5	1	1	1	25	1	242	1423	87	17	91.178513	133mhz
5	1	1	1	25	2	339	1423	88	22	96.432228	Desktop
5	1	1	1	25	3	435	1424	69	16	96.440826	Tower
5	1	1	1	25	4	513	1423	26	17	95.968178	PC
4	1	1	1	26	0	241	1450	271	22	-1	
5	1	1	1	26	1	241	1450	98	18	96.103859	Windows
5	1	1	1	26	2	348	1450	25	17	96.601532	95
5	1	1	1	26	3	384	1450	46	17	96.859055	5.25
5	1	1	1	26	4	441	1450	71	22	96.239334	Floppy
4	1	1	1	27	0	135	1543	191	25	-1	
5	1	1	1	27	1	135	1543	191	25	96.635811	SUMMARY
4	1	1	1	28	0	643	1628	859	20	-1	
5	1	1	1	28	1	643	1629	49	16	92.357430	VAT
5	1	1	1	28	2	702	1628	39	20	92.357430	[%]
5	1	1	1	28	3	932	1629	42	16	95.746605	Net
5	1	1	1	28	4	983	1628	70	17	95.746605	worth
5	1	1	1	28	5	1191	1629	49	16	96.067444	VAT
5	1	1	1	28	6	1353	1628	69	17	96.715393	Gross
5	1	1	1	28	7	1432	1628	70	17	96.607651	worth
4	1	1	1	29	0	670	1687	832	20	-1	
5	1	1	1	29	1	670	1687	46	17	94.596306	10%
5	1	1	1	29	2	957	1687	12	17	95.094162	6
5	1	1	1	29	3	979	1687	74	20	93.621277	236,77
5	1	1	1	29	4	1164	1687	75	20	96.585411	623,68
5	1	1	1	29	5	1406	1687	12	17	96.808006	6
5	1	1	1	29	6	1427	1687	75	20	96.344421	860,45
4	1	1	1	30	0	503	1742	999	30	-1	
5	1	1	1	30	1	503	1742	62	30	95.506264	Total
5	1	1	1	30	2	924	1746	13	20	93.088989	$
5	1	1	1	30	3	947	1746	13	17	95.511177	6
5	1	1	1	30	4	971	1746	82	20	95.511177	236,77
5	1	1	1	30	5	1133	1746	12	20	92.919853	$
5	1	1	1	30	6	1156	1746	83	20	96.068283	623,68
5	1	1	1	30	7	1373	1746	13	20	92.922401	$
5	1	1	1	30	8	1396	1747	13	16	94.774124	6
5	1	1	1	30	9	1419	1746	83	20	96.202881	860,45
