level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	1	22	14	1424	1339	74	20	54.451950	220,95
4	1	1	1	23	0	242	1367	322	22	-1	
5	1	1	1	23	1	242	1368	31	16	91.231926	MT
5	1	1	1	23	2	282	1367	81	17	91.590286	i5-4570
5	1	1	1	23	3	373	1367	93	17	91.928078	3.20GHz
5	1	1	1	23	4	476	1367	88	22	87.860374	Desktop
4	1	1	1	24	0	241	1395	144	22	-1	
5	1	1	1	24	1	241	1395	110	22	96.245247	Computer
5	1	1	1	24	2	360	1395	25	17	96.661232	PC
4	1	1	1	25	0	172	1454	1326	22	-1	
5	1	1	1	25	1	172	1454	17	17	95.489326	6.
5	1	1	1	25	2	242	1454	39	17	95.800919	Dell
5	1	1	1	25	3	291	1454	92	22	95.980438	Optiplex
5	1	1	1	25	4	392	1454	40	17	96.944870	990
5	1	1	1	25	5	442	1455	31	16	96.504326	MT
5	1	1	1	25	6	481	1454	110	22	96.913910	Computer
5	1	1	1	25	7	676	1454	47	20	96.705414	4,00
5	1	1	1	25	8	773	1454	51	17	96.880371	each
5	1	1	1	25	9	939	1454	75	19	94.530609	269,95
5	1	1	1	25	10	1088	1455	10	16	41.168503	1
5	1	1	1	25	11	1109	1454	74	19	41.168503	079,80
5	1	1	1	25	12	1284	1454	45	17	96.652588	10%
5	1	1	1	25	13	1403	1455	10	16	43.011703	1
5	1	1	1	25	14	1424	1454	74	20	43.011703	187,78
4	1	1	1	26	0	242	1482	334	20	-1	
5	1	1	1	26	1	242	1482	26	17	96.169579	PC
5	1	1	1	26	2	277	1482	56	20	96.169579	Quad
5	1	1	1	26	3	344	1482	49	17	92.991173	Core
5	1	1	1	26	4	403	1482	17	17	92.125046	i7
5	1	1	1	26	5	430	1482	79	17	96.886940	3.4GHz
5	1	1	1	26	6	519	1482	57	17	96.690735	16GB
4	1	1	1	27	0	242	1510	266	17	-1	
5	1	1	1	27	1	242	1510	39	17	93.094894	2TB
5	1	1	1	27	2	292	1511	31	16	96.869308	HD
5	1	1	1	27	3	332	1510	98	17	96.117050	Windows
5	1	1	1	27	4	440	1510	24	17	96.063614	10
5	1	1	1	27	5	475	1511	33	16	96.063614	Pro
4	1	1	1	28	0	172	1569	1327	22	-1	
5	1	1	1	28	1	172	1570	17	16	36.686012	Ee
5	1	1	1	28	2	242	1569	39	17	96.806503	Dell
5	1	1	1	28	3	291	1569	50	17	96.413551	Core
5	1	1	1	28	4	351	1569	10	17	96.413551	2
5	1	1	1	28	5	372	1570	42	16	95.726318	Duo
5	1	1	1	28	6	424	1569	89	22	95.726318	Desktop
5	1	1	1	28	7	676	1569	47	20	96.487770	5,00
5	1	1	1	28	8	773	1569	51	17	96.660103	each
5	1	1	1	28	9	940	1569	74	20	95.735191	168,00
5	1	1	1	28	10	1109	1569	75	20	96.842018	840,00
5	1	1	1	28	11	1284	1569	45	17	95.592705	10%
5	1	1	1	28	12	1423	1569	76	20	95.825577	924,00
4	1	1	1	29	0	241	1597	322	22	-1	
5	1	1	1	29	1	241	1597	110	22	96.242477	Computer
5	1	1	1	29	2	360	1597	2	22	95.900787	|
5	1	1	1	29	3	373	1597	98	17	95.900787	Windows
5	1	1	1	29	4	480	1598	27	16	96.433556	XP
5	1	1	1	29	5	516	1598	33	16	95.980301	Pro
5	1	1	1	29	6	560	1597	3	22	91.118195	|
4	1	1	1	30	0	241	1625	141	22	-1	
5	1	1	1	30	1	241	1625	44	17	92.675278	4GB
5	1	1	1	30	2	296	1625	3	22	92.599319	|
5	1	1	1	30	3	310	1625	72	17	92.358185	500GB
4	1	1	1	31	0	135	1717	191	26	-1	
5	1	1	1	31	1	135	1717	191	26	96.612389	SUMMARY
4	1	1	1	32	0	643	1802	859	20	-1	
5	1	1	1	32	1	643	1803	49	16	91.085716	VAT
5	1	1	1	32	2	702	1802	39	20	91.085716	[%]
5	1	1	1	32	3	932	1803	42	16	96.025940	Net
5	1	1	1	32	4	983	1802	70	17	96.649864	worth
5	1	1	1	32	5	1191	1803	49	16	96.039719	VAT
5	1	1	1	32	6	1353	1802	69	17	96.900970	Gross
5	1	1	1	32	7	1431	1802	71	17	96.034721	worth
4	1	1	1	33	0	670	1861	832	20	-1	
5	1	1	1	33	1	670	1861	46	18	96.279770	10%
5	1	1	1	33	2	958	1862	10	16	95.101021	5
5	1	1	1	33	3	979	1861	74	20	95.101021	640,17
5	1	1	1	33	4	1164	1861	74	20	96.686653	564,02
5	1	1	1	33	5	1406	1861	12	17	96.417183	6
5	1	1	1	33	6	1427	1861	75	20	95.834145	204,19
4	1	1	1	34	0	503	1917	999	30	-1	
5	1	1	1	34	1	503	1917	62	30	95.609123	Total
5	1	1	1	34	2	924	1921	13	20	93.253136	$
5	1	1	1	34	3	948	1922	12	16	93.791107	5
5	1	1	1	34	4	971	1921	82	20	93.791107	640,17
5	1	1	1	34	5	1133	1921	12	20	93.007225	$
5	1	1	1	34	6	1156	1921	82	20	94.458046	564,02
5	1	1	1	34	7	1373	1921	13	20	92.856750	$
5	1	1	1	34	8	1396	1921	13	17	94.667038	6
5	1	1	1	34	9	1420	1921	82	20	94.667038	204,19
